y_true,y_pred,score,sex,race
0,0,0.036239,Male,White
1,1,0.697046,Male,Asian-Pac-Islander
0,0,0.185233,Male,White
0,0,0.244684,Male,White
0,0,0.060579,Female,White
0,0,0.149647,Female,White
1,1,0.630094,Male,White
1,0,0.189391,Male,White
1,0,0.195245,Female,White
0,0,0.108367,Female,Black
0,0,0.250617,Male,White
1,1,0.663828,Male,White
0,1,0.655577,Male,White
1,0,0.046312,Female,Black
0,0,0.189662,Female,White
0,0,0.221467,Male,White
0,0,0.237312,Male,White
0,0,0.035973,Female,White
0,0,0.080724,Male,White
0,0,0.085602,Male,White
0,0,0.177128,Male,White
0,0,0.004667,Female,White
0,0,0.065332,Female,White
1,0,0.165787,Male,White
0,0,0.085269,Male,Other
1,0,0.377700,Female,White
1,0,0.253920,Male,White
0,1,0.545444,Male,White
1,0,0.235677,Male,White
0,0,0.231188,Male,White
0,0,0.191230,Male,White
0,1,0.659976,Male,White
0,0,0.100800,Female,Black
1,0,0.459431,Male,White
1,0,0.108670,Male,White
0,0,0.058838,Male,White
0,0,0.348904,Male,White
0,0,0.269550,Male,White
0,0,0.147375,Female,White
1,0,0.177281,Male,White
1,0,0.177899,Male,White
1,0,0.456134,Male,White
0,0,0.041285,Female,White
1,0,0.458307,Male,White
0,0,0.253062,Male,Black
1,0,0.229294,Male,White
0,0,0.109043,Female,White
0,0,0.296835,Male,White
0,1,0.615200,Male,Black
0,0,0.109926,Female,White
0,0,0.009151,Female,Black
0,0,0.130843,Male,White
0,0,0.071838,Male,White
0,0,0.095405,Female,White
0,0,0.070991,Male,Black
0,0,0.043471,Female,White
0,0,0.106073,Female,White
0,0,0.180595,Female,White
0,0,0.391652,Male,White
1,1,0.678682,Male,White
0,0,0.078275,Female,White
0,0,0.254722,Male,White
0,0,0.251412,Male,White
0,0,0.300504,Male,White
0,0,0.311076,Male,White
0,0,0.031560,Male,White
0,0,0.112636,Male,White
0,0,0.267624,Male,White
0,0,0.070713,Male,White
0,0,0.260757,Male,White
0,0,0.117687,Female,White
0,0,0.337527,Male,White
1,1,0.547705,Female,White
0,0,0.357858,Male,White
1,1,0.817106,Male,White
0,0,0.497456,Male,White
0,0,0.306277,Male,White
0,0,0.040940,Female,White
0,0,0.314679,Male,Black
0,0,0.044983,Female,White
1,0,0.347623,Male,White
0,0,0.202637,Male,Black
0,0,0.094996,Male,White
0,0,0.161548,Male,Black
0,0,0.463896,Male,White
0,0,0.026397,Female,Black
1,1,0.775029,Male,White
1,0,0.269550,Male,White
0,0,0.236532,Female,White
0,0,0.056092,Male,Black
1,0,0.482248,Male,White
0,0,0.054952,Male,White
1,1,0.500852,Male,White
0,0,0.324723,Male,White
0,0,0.243069,Male,White
0,0,0.276652,Male,White
0,0,0.333489,Male,White
0,0,0.037718,Female,Asian-Pac-Islander
0,0,0.068681,Female,White
1,1,0.681637,Male,White
0,0,0.182694,Male,White
0,0,0.081392,Female,Black
1,1,0.647781,Male,White
0,0,0.130843,Male,White
0,0,0.175489,Female,White
0,0,0.030504,Female,White
0,0,0.103510,Female,White
0,0,0.099878,Male,White
1,0,0.101455,Female,White
0,0,0.050705,Female,White
0,0,0.296835,Male,White
0,0,0.461586,Female,White
0,0,0.025811,Female,White
1,0,0.127321,Female,White
0,0,0.018518,Female,White
0,0,0.095090,Female,Black
0,0,0.033416,Female,White
0,0,0.057584,Female,White
0,0,0.027177,Female,White
0,0,0.448171,Male,White
0,0,0.004016,Female,White
1,1,0.778068,Male,White
0,0,0.280291,Male,White
0,0,0.396844,Male,White
0,0,0.048996,Female,White
0,0,0.017271,Male,White
0,0,0.082775,Male,White
0,0,0.257510,Male,White
1,0,0.315884,Male,White
0,0,0.048073,Female,Other
0,0,0.327624,Female,White
0,0,0.057110,Female,White
0,0,0.019197,Female,White
0,0,0.327577,Male,White
0,0,0.116673,Female,White
0,1,0.591056,Male,Asian-Pac-Islander
1,0,0.251412,Male,White
0,0,0.350827,Female,White
0,0,0.197755,Male,White
0,0,0.078163,Male,White
0,0,0.025269,Female,Black
0,1,0.568791,Male,White
0,0,0.022369,Male,White
1,1,0.795782,Male,White
0,0,0.029335,Female,White
0,0,0.224606,Male,White
0,0,0.359072,Male,White
1,1,0.724710,Male,White
0,0,0.037208,Female,White
1,1,0.600341,Male,White
0,1,0.526294,Male,Asian-Pac-Islander
0,0,0.410709,Male,White
1,0,0.213921,Female,White
1,0,0.156116,Female,White
0,0,0.235731,Male,White
0,0,0.019231,Male,Black
0,0,0.498979,Male,White
0,0,0.019876,Female,White
0,0,0.393740,Male,White
0,0,0.058513,Male,Black
0,0,0.160357,Female,White
0,0,0.019599,Female,Black
0,0,0.090561,Male,White
0,1,0.507267,Male,Black
0,0,0.130809,Male,White
0,0,0.154645,Female,White
0,1,0.523117,Female,White
0,0,0.053205,Male,White
1,0,0.204915,Male,White
0,0,0.019512,Female,Black
1,0,0.277499,Male,White
1,0,0.245521,Male,White
0,0,0.103071,Male,White
0,0,0.145124,Male,White
0,0,0.387238,Male,White
1,1,0.784511,Male,White
0,0,0.196511,Male,White
0,1,0.638150,Male,Black
0,0,0.458307,Male,White
1,0,0.317779,Male,White
0,0,0.051984,Female,White
1,0,0.163814,Male,Black
0,0,0.268452,Male,Black
0,0,0.095116,Female,White
0,0,0.030513,Female,White
0,0,0.446060,Female,White
0,0,0.412112,Male,White
1,0,0.490777,Male,White
0,0,0.102766,Male,Amer-Indian-Eskimo
0,0,0.045981,Female,Amer-Indian-Eskimo
0,0,0.227697,Male,White
0,0,0.116293,Male,White
1,0,0.126795,Male,White
0,0,0.243903,Male,White
0,0,0.271278,Male,White
0,0,0.032226,Female,Black
1,1,0.750683,Male,Asian-Pac-Islander
1,1,0.689349,Male,White
1,0,0.096408,Female,White
1,0,0.122922,Female,Asian-Pac-Islander
1,1,0.590633,Male,White
0,0,0.006169,Female,White
0,0,0.108233,Male,White
0,0,0.430549,Male,White
0,0,0.448097,Male,White
0,0,0.356868,Female,White
0,0,0.189391,Male,White
0,0,0.054936,Male,White
1,1,0.572935,Male,White
1,1,0.546678,Male,White
0,0,0.200596,Male,White
0,0,0.241203,Male,White
0,0,0.490777,Male,White
0,0,0.019620,Male,White
0,0,0.034743,Female,White
0,0,0.011184,Female,White
1,0,0.468403,Male,White
0,1,0.802584,Male,White
1,0,0.414308,Male,White
0,0,0.197755,Male,White
0,0,0.164580,Male,White
0,0,0.071025,Female,White
1,0,0.166444,Female,White
1,0,0.090952,Female,White
0,0,0.092749,Male,White
0,0,0.146845,Female,White
0,0,0.137621,Female,White
0,0,0.062647,Female,White
0,0,0.069297,Male,White
1,0,0.146912,Male,White
0,0,0.015722,Male,White
1,1,0.643218,Male,Asian-Pac-Islander
0,0,0.103981,Male,White
1,0,0.212366,Male,White
0,0,0.129212,Female,White
1,1,0.631079,Male,White
1,0,0.360115,Male,White
0,0,0.219961,Male,White
0,0,0.082605,Male,Black
0,0,0.088013,Female,White
1,0,0.131842,Male,White
0,0,0.427841,Male,White
0,0,0.234157,Male,White
0,0,0.262507,Male,White
0,0,0.159680,Male,White
0,0,0.241364,Female,White
0,0,0.059465,Female,White
0,0,0.152512,Female,White
1,1,0.708217,Male,White
0,0,0.495080,Male,White
1,0,0.269550,Male,White
0,0,0.038180,Male,Black
0,0,0.257396,Male,White
1,1,0.691285,Male,White
0,0,0.022450,Female,White
1,1,0.501984,Male,White
1,0,0.228547,Male,White
0,0,0.005661,Male,Black
0,0,0.037091,Male,Asian-Pac-Islander
1,0,0.065869,Female,White
0,0,0.333556,Male,White
1,1,0.504023,Male,White
0,0,0.012088,Male,Other
0,0,0.210805,Male,White
1,1,0.643534,Male,White
0,0,0.351776,Male,White
1,0,0.177238,Male,White
0,0,0.012545,Male,White
1,0,0.116673,Female,White
0,0,0.015252,Female,White
0,0,0.294886,Male,White
0,1,0.647678,Male,White
0,0,0.044647,Female,White
0,0,0.099477,Female,White
0,0,0.417515,Female,White
0,0,0.410834,Male,White
0,0,0.169516,Male,White
1,1,0.576040,Male,White
0,0,0.013773,Female,Black
0,0,0.105616,Female,White
1,0,0.083419,Male,White
1,1,0.620582,Male,White
0,0,0.446081,Male,White
0,0,0.338588,Female,White
1,1,0.620653,Male,White
0,0,0.058061,Female,White
1,0,0.364091,Male,White
0,0,0.047202,Female,White
0,0,0.226859,Female,Black
0,0,0.027461,Female,White
1,1,0.686497,Male,White
0,0,0.077173,Female,White
0,0,0.017984,Female,White
0,0,0.030513,Female,White
0,0,0.138062,Male,White
0,0,0.158396,Female,Black
0,0,0.172081,Male,White
0,0,0.395832,Male,White
0,0,0.131842,Male,White
0,1,0.519749,Male,White
1,0,0.370509,Male,White
1,0,0.271278,Male,White
0,0,0.226213,Male,White
1,0,0.266057,Male,White
0,0,0.122422,Female,White
1,0,0.013546,Female,White
0,0,0.294949,Male,White
0,0,0.053347,Female,White
0,0,0.383091,Male,White
1,0,0.249711,Male,White
0,1,0.531978,Male,Black
0,0,0.031858,Female,White
1,0,0.382493,Male,White
0,0,0.053347,Female,White
0,0,0.005421,Female,White
0,0,0.058077,Female,White
0,0,0.177281,Male,White
0,0,0.364160,Male,White
0,0,0.250505,Male,White
0,0,0.067817,Female,White
0,0,0.091956,Female,Black
1,1,0.631149,Male,White
0,0,0.031419,Female,Black
0,0,0.052040,Male,White
1,1,0.745569,Male,White
1,1,0.691285,Male,White
0,0,0.037491,Female,White
0,0,0.108233,Male,White
0,0,0.099878,Male,White
1,1,0.690564,Male,Asian-Pac-Islander
0,1,0.644485,Male,White
0,0,0.267830,Male,White
1,0,0.405510,Male,White
0,0,0.243903,Male,White
0,0,0.340672,Male,White
1,1,0.600341,Male,White
0,0,0.261672,Female,White
0,0,0.125273,Female,White
1,0,0.296773,Male,White
1,1,0.806736,Male,White
0,0,0.453686,Male,White
0,0,0.153756,Male,White
1,1,0.575405,Male,White
0,0,0.025625,Female,White
0,0,0.474858,Male,White
0,1,0.653710,Male,Asian-Pac-Islander
0,0,0.138804,Female,White
0,0,0.346442,Female,White
1,0,0.329001,Male,White
1,0,0.326580,Male,White
1,1,0.501909,Male,White
1,0,0.294949,Male,White
0,0,0.065869,Female,White
0,0,0.003660,Female,White
1,1,0.511001,Male,White
0,0,0.113111,Female,White
1,0,0.445036,Male,White
0,0,0.027332,Female,Black
0,0,0.159073,Male,White
0,0,0.011237,Female,White
0,0,0.160508,Male,White
0,0,0.304497,Female,White
1,1,0.673758,Male,White
1,0,0.453701,Male,Black
0,0,0.235221,Female,White
0,0,0.196322,Male,White
0,0,0.062535,Male,White
0,0,0.194117,Male,Black
1,0,0.246401,Female,White
0,0,0.468403,Male,White
0,1,0.537554,Female,White
1,0,0.164580,Male,White
0,0,0.023590,Female,White
0,0,0.319909,Male,White
1,0,0.077173,Female,White
0,0,0.046926,Female,White
0,0,0.080427,Female,White
1,1,0.612123,Male,White
0,0,0.232644,Male,White
0,0,0.065869,Female,White
0,0,0.263859,Male,White
1,0,0.252209,Male,White
0,0,0.063401,Male,White
0,0,0.083806,Female,White
1,0,0.304356,Male,White
0,1,0.612123,Male,White
0,0,0.028802,Female,Black
0,0,0.301863,Male,White
0,0,0.131243,Female,Asian-Pac-Islander
0,0,0.148012,Male,White
0,0,0.367291,Female,White
1,1,0.718251,Male,White
1,0,0.177238,Male,White
0,0,0.099878,Male,White
1,0,0.138430,Male,Other
0,0,0.070489,Female,White
1,1,0.524380,Male,White
0,0,0.468403,Male,White
0,0,0.032348,Female,Other
0,0,0.139107,Male,Black
0,0,0.226213,Male,White
1,1,0.661804,Male,White
0,0,0.216895,Male,White
0,0,0.048982,Female,White
0,0,0.023694,Female,White
0,0,0.192128,Female,White
0,0,0.136026,Male,White
1,0,0.375644,Female,White
1,1,0.671764,Male,White
0,0,0.308141,Male,White
0,0,0.116728,Male,White
0,0,0.117687,Female,White
0,0,0.092101,Male,White
0,0,0.017271,Male,White
0,1,0.613742,Male,White
0,1,0.566495,Male,White
1,1,0.629920,Male,White
1,0,0.165787,Male,White
0,0,0.050019,Female,Black
0,0,0.130809,Male,White
0,0,0.030504,Female,White
1,0,0.144078,Male,White
1,1,0.784184,Male,White
0,0,0.111262,Female,White
0,0,0.148012,Male,White
0,0,0.063163,Female,White
0,0,0.063683,Female,White
0,0,0.074921,Male,White
0,0,0.213935,Male,White
0,0,0.160476,Female,White
1,1,0.659774,Male,White
0,0,0.165192,Female,White
0,0,0.026168,Male,White
0,0,0.042962,Female,White
0,0,0.137621,Female,White
1,0,0.252265,Male,White
0,0,0.237312,Male,White
0,0,0.183236,Male,White
0,0,0.406458,Male,White
0,0,0.099851,Male,White
1,1,0.729687,Male,White
0,0,0.045374,Female,White
0,0,0.235731,Male,White
1,0,0.131842,Male,White
0,0,0.058281,Female,White
0,0,0.074643,Female,White
1,0,0.367291,Female,White
0,0,0.455011,Male,White
0,0,0.123703,Female,White
0,0,0.413028,Male,White
0,0,0.338588,Female,White
0,0,0.122399,Male,White
0,0,0.067304,Female,White
0,0,0.040556,Female,White
0,0,0.013347,Female,White
1,0,0.432187,Male,White
0,0,0.215636,Male,White
1,1,0.621648,Male,White
1,1,0.669764,Male,White
0,0,0.211434,Male,Black
0,0,0.047791,Male,White
1,1,0.661871,Male,White
1,0,0.457257,Male,White
0,0,0.022894,Female,White
1,1,0.700707,Male,White
0,0,0.234157,Male,White
0,0,0.012162,Female,White
0,0,0.020775,Female,White
1,0,0.267830,Male,White
0,0,0.139002,Male,White
0,0,0.207832,Male,White
0,0,0.148012,Male,White
0,0,0.078392,Male,Black
0,0,0.004400,Female,White
0,0,0.136026,Male,White
0,0,0.401252,Male,Asian-Pac-Islander
0,0,0.212316,Male,White
1,0,0.132352,Female,White
0,0,0.100285,Male,White
0,0,0.063432,Female,White
0,0,0.095020,Female,White
0,0,0.402187,Male,White
0,0,0.004357,Female,White
0,0,0.402384,Male,White
1,0,0.364091,Male,White
0,0,0.052055,Male,White
0,0,0.364160,Male,White
0,0,0.009752,Female,Black
1,0,0.434140,Male,White
1,0,0.329049,Female,White
0,0,0.010753,Female,White
0,0,0.319909,Male,White
1,0,0.435106,Male,White
1,0,0.084481,Female,White
1,0,0.192174,Male,White
0,0,0.025746,Female,White
0,0,0.237312,Male,White
0,0,0.261730,Female,White
1,0,0.371565,Male,White
0,0,0.192094,Male,White
0,0,0.145650,Male,White
0,0,0.110711,Female,Black
0,0,0.132386,Female,White
0,0,0.237312,Male,White
0,0,0.115773,Female,White
1,0,0.465051,Male,Asian-Pac-Islander
0,0,0.121914,Male,White
0,0,0.095919,Male,White
1,0,0.437259,Male,White
0,1,0.937421,Male,White
0,0,0.060242,Male,White
0,0,0.034743,Female,White
1,1,0.642495,Male,White
0,0,0.454532,Male,White
1,0,0.211434,Male,Black
1,1,0.544210,Male,White
1,0,0.433993,Male,White
0,0,0.088420,Male,White
0,0,0.178202,Male,Black
0,1,0.700770,Male,White
0,1,0.794258,Male,White
0,0,0.046546,Female,White
1,0,0.143521,Male,White
0,0,0.044371,Female,Black
0,0,0.058513,Male,Black
1,1,0.726394,Male,White
0,0,0.019170,Male,Black
0,0,0.202808,Male,White
0,0,0.030504,Female,White
1,1,0.753291,Male,White
0,0,0.286637,Male,White
0,0,0.121914,Male,White
0,0,0.023363,Female,White
1,1,0.752296,Male,White
0,0,0.003075,Female,White
0,0,0.067271,Male,White
0,0,0.098642,Female,White
0,0,0.267771,Male,White
0,0,0.167044,Male,White
0,0,0.025514,Male,White
0,1,0.700770,Male,White
0,0,0.145687,Male,White
1,0,0.321621,Male,White
0,0,0.397885,Male,Asian-Pac-Islander
0,0,0.039690,Female,Black
0,0,0.293946,Male,White
0,1,0.553106,Male,White
1,1,0.663828,Male,White
0,0,0.054445,Male,White
0,0,0.117687,Female,White
1,1,0.631149,Male,White
0,0,0.103981,Male,White
0,0,0.123889,Female,White
0,0,0.140705,Male,Black
0,0,0.058844,Male,Asian-Pac-Islander
0,0,0.048590,Female,White
0,0,0.219961,Male,White
0,0,0.019620,Male,White
1,0,0.139143,Female,White
0,0,0.015782,Male,Black
0,0,0.042320,Male,White
0,0,0.038180,Male,Black
0,0,0.019027,Female,White
0,0,0.029440,Male,Black
0,0,0.034718,Female,Black
0,1,0.506212,Male,White
0,0,0.495080,Male,White
1,1,0.829812,Male,White
0,0,0.427148,Male,White
1,1,0.711884,Male,White
0,0,0.030116,Male,White
0,0,0.165787,Male,White
0,0,0.099905,Male,White
0,0,0.285712,Male,White
1,0,0.089514,Female,White
0,0,0.003828,Female,White
0,0,0.239669,Male,Black
0,1,0.567680,Male,White
0,0,0.010206,Male,White
1,0,0.360387,Male,White
0,0,0.498692,Male,Asian-Pac-Islander
0,0,0.014654,Male,White
0,0,0.249514,Male,Black
0,0,0.113506,Female,White
0,0,0.008528,Female,Black
1,0,0.370509,Male,White
0,0,0.262507,Male,White
0,0,0.018197,Female,White
1,1,0.525285,Male,White
1,0,0.254555,Male,White
0,0,0.159680,Male,White
0,0,0.276712,Male,White
0,0,0.374532,Male,White
0,0,0.110348,Male,Black
1,0,0.166419,Female,Asian-Pac-Islander
1,0,0.381024,Male,White
0,0,0.151966,Female,White
0,0,0.177974,Female,White
0,0,0.006167,Female,White
1,0,0.297764,Female,White
0,0,0.219005,Male,Black
0,0,0.476913,Male,White
0,0,0.051984,Female,White
0,0,0.193952,Female,Black
1,0,0.192094,Male,White
0,1,0.559775,Male,White
0,0,0.229294,Male,White
0,0,0.212316,Male,White
0,1,0.601499,Male,White
0,0,0.027103,Male,White
0,0,0.259245,Male,White
1,0,0.235677,Male,White
1,1,0.632063,Male,White
0,0,0.044609,Female,White
0,0,0.062647,Female,White
0,0,0.370299,Male,White
0,0,0.109658,Female,White
0,0,0.323666,Male,White
0,0,0.051846,Female,White
0,0,0.226161,Male,White
1,0,0.433171,Male,White
1,0,0.157834,Female,White
0,0,0.260583,Male,Black
0,0,0.024856,Female,White
0,0,0.280230,Male,White
0,0,0.023583,Female,White
0,0,0.190739,Male,White
0,0,0.047841,Female,White
0,0,0.228494,Male,White
0,0,0.029829,Female,Black
1,0,0.168804,Female,White
0,0,0.149475,Male,Other
0,0,0.038721,Male,White
0,0,0.119877,Male,Black
0,0,0.252961,Female,Black
0,0,0.219961,Male,White
0,0,0.152511,Female,Black
0,0,0.095116,Female,White
0,0,0.041086,Male,White
0,0,0.203541,Male,White
0,1,0.542261,Male,White
0,0,0.065056,Female,White
1,0,0.159680,Male,White
0,0,0.112636,Male,White
0,0,0.031635,Male,White
0,0,0.027833,Male,White
0,0,0.021706,Female,White
0,0,0.106906,Female,White
0,0,0.090419,Female,White
1,0,0.185233,Male,White
0,0,0.040754,Male,White
0,0,0.204877,Female,White
0,0,0.086953,Female,White
0,0,0.250617,Male,White
0,0,0.027961,Female,White
1,0,0.278468,Male,White
1,0,0.406530,Male,White
0,0,0.195656,Male,White
0,0,0.054244,Female,Amer-Indian-Eskimo
0,0,0.118104,Male,White
1,1,0.702665,Male,White
1,1,0.824367,Male,White
0,0,0.378913,Male,Amer-Indian-Eskimo
0,0,0.143028,Female,White
0,0,0.069286,Male,Asian-Pac-Islander
1,1,0.513188,Male,White
1,1,0.952936,Male,White
0,0,0.064512,Male,White
0,0,0.073675,Male,White
0,0,0.205689,Female,White
1,1,0.629038,Male,White
0,0,0.278451,Female,White
0,0,0.074921,Male,White
0,0,0.111262,Female,White
1,0,0.195490,Male,Black
0,1,0.836232,Male,White
0,1,0.864172,Male,White
0,0,0.060977,Female,White
0,0,0.310235,Male,White
0,0,0.119518,Female,White
0,0,0.020502,Male,White
1,1,0.777427,Male,White
0,0,0.103510,Female,White
1,0,0.098168,Female,White
0,0,0.095919,Male,White
0,0,0.214633,Female,White
0,0,0.026405,Female,White
0,0,0.149365,Male,White
1,1,0.533368,Male,White
1,0,0.042903,Female,Asian-Pac-Islander
0,0,0.187982,Male,White
0,0,0.156565,Male,Black
0,0,0.371390,Male,White
0,1,0.588405,Male,White
0,0,0.204964,Male,White
0,0,0.068814,Female,White
0,0,0.062382,Female,White
0,0,0.245521,Male,White
0,0,0.192001,Female,White
0,0,0.117524,Male,Black
0,0,0.297655,Male,Black
0,0,0.041434,Female,Black
0,0,0.028670,Male,Black
0,0,0.141831,Female,White
0,0,0.090627,Male,Black
0,0,0.170837,Male,White
1,0,0.167312,Male,White
0,0,0.481766,Male,White
1,1,0.565271,Male,Black
0,0,0.026873,Male,White
0,0,0.245521,Male,White
0,0,0.141382,Male,White
0,0,0.479467,Male,White
1,0,0.077799,Female,White
0,0,0.080427,Female,White
0,0,0.218411,Male,White
1,1,0.867849,Male,White
0,0,0.310235,Male,White
0,0,0.055657,Female,White
1,0,0.310914,Male,Black
0,0,0.026130,Female,White
0,0,0.148584,Male,White
1,0,0.150841,Female,White
0,0,0.075308,Male,White
0,0,0.286409,Male,White
0,0,0.010507,Female,White
0,0,0.297788,Female,Asian-Pac-Islander
0,0,0.034737,Female,Asian-Pac-Islander
1,1,0.620653,Male,White
0,0,0.399744,Male,White
0,0,0.060036,Male,Black
1,0,0.232192,Male,White
0,0,0.388241,Male,Black
1,1,0.681572,Male,White
0,0,0.267712,Male,White
0,0,0.327537,Male,Asian-Pac-Islander
1,0,0.068938,Male,White
0,1,0.660790,Male,White
1,0,0.479580,Male,White
0,0,0.281145,Male,White
0,0,0.111764,Male,White
0,0,0.146213,Male,Black
0,0,0.429019,Female,White
0,0,0.375593,Male,White
0,0,0.095090,Female,Black
1,0,0.341690,Male,White
1,0,0.135928,Female,Black
0,0,0.343595,Male,White
0,0,0.177899,Male,White
0,0,0.431586,Male,White
0,0,0.134878,Male,White
1,0,0.159680,Male,White
0,1,0.530633,Male,White
0,0,0.110138,Male,White
0,0,0.083136,Female,White
0,0,0.267060,Male,White
0,0,0.108233,Male,White
0,0,0.060820,Female,White
0,1,0.556646,Male,White
1,0,0.421780,Female,White
0,0,0.115773,Female,White
1,1,0.691221,Male,White
1,0,0.055199,Female,White
0,0,0.242237,Male,White
0,0,0.053765,Male,Black
0,0,0.189299,Male,White
0,0,0.054820,Female,White
0,0,0.099878,Male,White
0,0,0.099498,Male,White
1,0,0.285736,Male,Asian-Pac-Islander
0,0,0.477320,Male,White
0,0,0.042543,Male,White
0,0,0.361090,Male,White
0,0,0.016439,Female,Black
0,0,0.388242,Male,White
0,0,0.060258,Female,White
0,0,0.042922,Female,White
0,0,0.127321,Female,White
0,0,0.014418,Female,Amer-Indian-Eskimo
0,0,0.227697,Male,White
0,0,0.031204,Female,Other
0,0,0.006021,Female,Black
0,0,0.218463,Male,White
0,0,0.476190,Male,White
1,0,0.385092,Male,White
0,0,0.022160,Female,Black
1,1,0.760501,Male,White
0,0,0.104404,Male,White
0,0,0.123857,Female,White
1,0,0.410907,Male,White
1,0,0.327577,Male,White
0,0,0.347623,Male,White
0,0,0.283868,Male,White
0,0,0.199148,Male,White
0,0,0.004510,Female,White
0,1,0.582891,Female,White
0,0,0.135991,Male,White
0,0,0.304293,Male,White
0,0,0.014139,Female,Black
1,0,0.458179,Male,White
0,0,0.023754,Female,Black
0,0,0.170154,Male,White
1,1,0.804751,Male,White
1,0,0.370509,Male,White
0,0,0.028904,Female,White
0,0,0.038191,Male,White
0,0,0.152620,Male,White
0,1,0.582426,Male,White
1,0,0.140705,Male,Black
0,0,0.012333,Female,Asian-Pac-Islander
0,0,0.090188,Male,Black
0,0,0.376656,Male,White
0,0,0.026768,Female,White
0,0,0.022579,Female,White
0,1,0.576853,Male,White
0,0,0.196370,Male,White
1,0,0.238171,Female,White
1,0,0.360115,Male,White
0,0,0.169684,Male,White
0,0,0.192441,Male,White
0,0,0.018157,Female,White
0,0,0.030513,Female,White
0,0,0.047443,Female,White
1,1,0.599254,Male,White
0,0,0.376656,Male,White
0,0,0.269550,Male,White
0,0,0.404347,Male,White
1,0,0.231326,Female,Other
0,0,0.062965,Female,Black
0,0,0.048986,Male,Black
0,0,0.006169,Female,White
0,0,0.061370,Male,White
0,0,0.037684,Female,White
0,0,0.305316,Male,White
0,0,0.395832,Male,White
0,0,0.043096,Female,White
1,0,0.297764,Female,White
0,0,0.267771,Male,White
0,0,0.269550,Male,White
0,0,0.179259,Female,White
1,0,0.428110,Female,White
0,0,0.006450,Female,White
0,0,0.186512,Male,White
0,0,0.142448,Male,White
1,1,0.524380,Male,White
1,1,0.568747,Male,Asian-Pac-Islander
0,0,0.020829,Male,Black
0,0,0.265941,Male,White
0,0,0.220396,Male,White
0,0,0.321686,Male,White
0,0,0.062337,Female,Black
1,1,0.533294,Male,White
0,0,0.030504,Female,White
0,0,0.365147,Female,Asian-Pac-Islander
0,0,0.064022,Male,White
0,0,0.004430,Female,White
1,0,0.101951,Male,White
0,0,0.247298,Female,White
0,0,0.104828,Male,White
0,0,0.071968,Female,Amer-Indian-Eskimo
0,0,0.084873,Male,White
0,0,0.090952,Female,White
1,0,0.221504,Female,White
1,0,0.077799,Female,White
0,0,0.055424,Male,White
1,0,0.415335,Male,White
0,0,0.165787,Male,White
0,0,0.082471,Female,White
0,0,0.140768,Female,White
0,1,0.546678,Male,White
0,0,0.200596,Male,White
0,1,0.673758,Male,White
0,0,0.414381,Male,White
0,0,0.315818,Male,Black
0,0,0.043996,Male,White
0,0,0.024403,Female,Black
0,0,0.368225,Male,White
1,1,0.661871,Male,White
0,0,0.133395,Female,White
0,0,0.118104,Male,White
1,1,0.590415,Female,White
0,0,0.337654,Male,Asian-Pac-Islander
0,0,0.473744,Male,Black
1,0,0.083505,Female,White
1,0,0.490777,Male,White
0,0,0.081077,Female,White
0,0,0.435106,Male,White
0,0,0.075624,Male,White
0,0,0.377841,Male,White
1,1,0.575332,Male,White
1,1,0.548848,Male,White
1,0,0.309153,Female,White
0,1,0.941030,Male,White
1,0,0.253961,Female,White
0,0,0.213834,Male,White
0,1,0.681507,Male,White
1,0,0.221467,Male,White
0,1,0.882087,Male,White
0,0,0.236493,Male,White
0,0,0.032139,Female,White
1,1,0.554484,Male,White
0,0,0.099758,Male,White
0,0,0.481616,Male,White
0,0,0.217991,Female,White
0,0,0.107825,Male,White
1,1,0.601427,Male,White
1,1,0.546678,Male,White
0,0,0.199148,Male,White
0,0,0.030775,Male,Black
1,1,0.641454,Male,White
0,0,0.489646,Male,White
0,0,0.264205,Male,White
0,0,0.206989,Male,Black
0,0,0.027574,Female,Black
0,1,0.687471,Male,White
0,0,0.143028,Female,White
0,0,0.131781,Female,White
1,0,0.152581,Male,White
0,0,0.013908,Male,White
1,0,0.428403,Male,White
0,0,0.030623,Female,White
1,1,0.575288,Male,Asian-Pac-Islander
1,0,0.259073,Male,White
0,0,0.185871,Male,Black
0,0,0.046312,Female,Black
0,0,0.166444,Female,White
0,0,0.111764,Male,White
0,0,0.011707,Male,White
0,0,0.056557,Male,Black
0,1,0.776501,Male,White
0,0,0.219910,Male,White
1,1,0.699503,Male,Black
0,0,0.211434,Male,Black
0,0,0.086410,Male,Amer-Indian-Eskimo
0,0,0.175275,Female,White
0,0,0.262606,Female,White
1,0,0.237312,Male,White
1,0,0.353776,Male,White
0,0,0.058178,Female,Black
0,0,0.364895,Male,Black
0,0,0.143028,Female,White
1,0,0.409737,Male,Black
1,1,0.696958,Male,White
0,0,0.135495,Male,White
0,0,0.260757,Male,White
1,1,0.683534,Male,White
0,0,0.023255,Female,White
0,0,0.245521,Male,White
0,0,0.113993,Female,White
0,0,0.010894,Female,White
0,1,0.934202,Male,White
0,0,0.457257,Male,White
0,0,0.024504,Female,White
0,0,0.164580,Male,White
0,0,0.443918,Male,White
0,0,0.081410,Male,White
0,0,0.079104,Male,White
0,0,0.021706,Female,White
0,0,0.306238,Male,Asian-Pac-Islander
0,0,0.144874,Female,White
0,0,0.073120,Male,White
0,0,0.051119,Female,Asian-Pac-Islander
1,0,0.495080,Male,White
